Time, Seats Used, Seats Taken, Delta_Time, Increment_Used, Increment_Reserved
108.6087,5,5,0,0,0
108.9535,5,5,0.3447647,1.723824,1.723824
108.9535,4,5,0,0,0
109.6196,4,5,0.6661148,2.664459,3.330574
109.6196,4,6,0,0,0
113.5335,4,7,3.913956,15.65582,27.39769
114.5335,5,6,1,5,6
114.5335,4,6,0,0,0
115.8245,4,6,1.290955,5.163818,7.745728
116.7624,5,5,0.9379425,4.689713,4.689713
116.7624,6,4,7.629395E-06,4.577637E-05,3.051758E-05
117.7624,7,3,1,7,3
117.7624,6,3,0,0,0
117.7624,6,3,0,0,0
117.7624,5,3,0,0,0
119.3689,5,3,1.606461,8.032303,4.819382
120.3689,6,2,1,6,2
120.3689,5,2,0,0,0
120.3689,5,2,0,0,0
120.3689,4,2,0,0,0
120.3689,4,2,0,0,0
120.3689,3,2,0,0,0
120.5829,3,2,0.2139969,0.6419907,0.4279938
120.8106,3,3,0.2277069,0.6831207,0.6831207
120.8106,4,2,0,0,0
120.8106,4,3,0,0,0
121.8106,4,4,1,4,4
121.8106,3,4,0,0,0
121.8106,3,4,0,0,0
121.8106,2,4,0,0,0
121.8699,2,4,0.05928802,0.118576,0.2371521
122.2474,2,5,0.3775406,0.7550812,1.887703
126.5118,2,6,4.264328,8.528656,25.58597
127.7258,2,7,1.213997,2.427994,8.497978
127.9535,3,6,0.2277069,0.6831207,1.366241
127.9617,4,5,0.008255005,0.03302002,0.04127502
128.7258,5,4,0.7640457,3.820229,3.056183
128.7258,4,4,0,0,0
128.9617,4,4,0.2359619,0.9438477,0.9438477
128.9617,3,4,0,0,0
130.3163,3,4,1.354599,4.063797,5.418396
130.3163,3,5,0,0,0
130.3163,3,6,0,0,0
130.3163,3,7,0,0,0
130.4413,3,8,0.125,0.375,1
130.5829,4,7,0.141571,0.5662842,0.9909973
130.7975,4,8,0.2145844,0.8583374,1.716675
131.4413,5,7,0.6438446,3.219223,4.506912
131.4413,4,7,0,0,0
131.7975,4,7,0.3561554,1.424622,2.493088
131.7975,3,7,0,0,0
131.7975,3,7,0,0,0
131.7975,2,7,0,0,0
131.7975,2,7,0,0,0
131.7975,1,7,0,0,0
135.0832,1,7,3.285706,3.285706,22.99994
136.0306,2,6,0.9474182,1.894836,5.684509
136.0832,3,5,0.05258179,0.1577454,0.2629089
136.0832,2,5,0,0,0
136.5118,2,5,0.4285736,0.8571472,2.142868
138.8878,2,6,2.375992,4.751984,14.25595
139.0128,3,5,0.125,0.375,0.625
139.1543,4,4,0.141571,0.5662842,0.5662842
140.1543,5,3,1,5,3
140.1543,4,3,0,0,0
140.3163,4,3,0.1620026,0.6480103,0.4860077
140.8189,4,4,0.502533,2.010132,2.010132
141.8189,5,3,1,5,3
141.8189,4,3,0,0,0
141.8189,4,3,0,0,0
141.8189,3,3,0,0,0
141.8699,3,3,0.05104065,0.1531219,0.1531219
141.8699,3,4,0,0,0
142.2474,3,5,0.377533,1.132599,1.887665
142.4171,3,6,0.169693,0.509079,1.018158
142.4171,3,7,0,0,0
142.4171,3,8,0,0,0
143.5267,3,9,1.109558,3.328674,9.986023
143.5267,3,10,0,0,0
145.0832,3,11,1.556503,4.66951,17.12154
145.4066,4,10,0.3234558,1.293823,3.234558
145.4066,4,11,0,0,0
146.0832,4,12,0.6765442,2.706177,8.11853
146.0832,3,12,0,0,0
146.5118,3,12,0.4285736,1.285721,5.142883
146.5118,3,13,0,0,0
147.4592,3,14,0.9474182,2.842255,13.26385
148.4592,4,13,1,4,13
148.4592,3,13,0,0,0
149.3903,3,13,0.9311066,2.79332,12.10439
149.56,4,12,0.169693,0.678772,2.036316
150.3903,5,11,0.830307,4.151535,9.133377
150.3903,4,11,0,0,0
150.6695,4,11,0.2792511,1.117004,3.071762
150.9022,5,10,0.2326965,1.163483,2.326965
151.8699,5,11,0.9676666,4.838333,10.64433
152.4171,6,10,0.547226,3.283356,5.47226
152.4171,6,11,0,0,0
152.5495,6,12,0.13237,0.79422,1.58844
155.0832,7,11,2.533691,17.73584,27.87061
157.9617,8,10,2.878525,23.0282,28.78525
158.9617,9,9,1,9,9
158.9617,8,9,0,0,0
158.9617,8,9,0,0,0
158.9617,7,9,0,0,0
158.9617,7,9,0,0,0
158.9617,6,9,0,0,0
158.9617,6,9,0,0,0
158.9617,5,9,0,0,0
159.1767,5,9,0.2150269,1.075134,1.935242
159.4737,5,10,0.2969208,1.484604,2.969208
160.4737,6,9,1,6,9
160.4737,5,9,0,0,0
160.9022,5,9,0.4285736,2.142868,3.857162
160.9022,5,10,0,0,0
160.9886,5,11,0.08631897,0.4315948,0.9495087
162.4171,6,10,1.428574,8.571442,14.28574
