Time, Seats Used, Seats Taken, Delta_Time, Increment_Used, Increment_Reserved
194.3654,4,13,0.94487,3.77948,12.28331
194.3654,4,14,0,0,0
194.3654,4,15,0,0,0
196.235,4,16,1.869659,7.478638,29.91455
197.2333,5,15,0.9983063,4.991531,14.97459
198.6171,6,14,1.383804,8.302826,19.37326
199.2655,7,13,0.6483459,4.538422,8.428497
199.4077,7,14,0.1422119,0.9954834,1.990967
199.4077,6,14,0,0,0
199.6171,6,14,0.2094421,1.256653,2.93219
199.6171,5,14,0,0,0
200.5634,5,14,0.9462128,4.731064,13.24698
200.5634,6,13,0,0,0
201.5634,7,12,1,7,12
201.5634,6,12,0,0,0
201.5634,6,12,0,0,0
201.5634,5,12,0,0,0
201.9919,5,12,0.4285736,2.142868,5.142883
203.179,6,11,1.187027,7.122162,13.0573
203.179,5,11,0,0,0
203.4205,5,11,0.2415466,1.207733,2.657013
204.3654,5,12,0.94487,4.72435,11.33844
205.3759,6,11,1.010513,6.06308,11.11565
205.3759,6,12,0,0,0
205.3759,6,13,0,0,0
205.3759,6,14,0,0,0
207.3848,6,15,2.008926,12.05356,30.1339
207.8369,6,16,0.4521027,2.712616,7.233643
209.754,7,15,1.917038,13.41927,28.75557
209.754,6,15,0,0,0
211.9919,6,15,2.237976,13.42786,33.56964
212.6894,7,14,0.6974335,4.882034,9.764069
212.6894,7,15,0,0,0
213.9064,7,16,1.217087,8.519608,19.47339
213.9064,6,16,0,0,0
215.3759,6,16,1.469437,8.81662,23.51099
215.9562,7,15,0.5803528,4.062469,8.705292
217.3848,8,14,1.428574,11.42859,20.00003
217.3848,8,15,0,0,0
217.5473,8,16,0.1624756,1.299805,2.599609
217.5473,7,16,0,0,0
217.7878,7,16,0.2405548,1.683884,3.848877
219.8322,7,17,2.044373,14.31061,34.75433
220.8322,8,16,1,8,16
220.8322,7,16,0,0,0
221.2608,7,16,0.4285736,3.000015,6.857178
222.2608,8,15,1,8,15
222.2608,7,15,0,0,0
222.6894,7,15,0.4285736,3.000015,6.428604
222.6894,7,16,0,0,0
226.3593,7,17,3.669907,25.68935,62.38841
227.3593,8,16,1,8,16
227.3593,7,16,0,0,0
227.3848,7,16,0.02554321,0.1788025,0.4086914
227.3848,7,17,0,0,0
227.3848,7,18,0,0,0
227.7878,8,17,0.4030304,3.224243,6.851517
229.456,8,18,1.668137,13.34509,30.02646
229.456,8,19,0,0,0
229.8322,8,20,0.376236,3.009888,7.524719
229.938,9,19,0.1057739,0.9519653,2.009705
230.8322,9,20,0.8942261,8.048035,17.88452
230.8322,8,20,0,0,0
231.2608,8,20,0.4285736,3.428589,8.571472
